vote,@name-id,@sort-field,@unaccented-name,@party,@state,@role,#text,rollcall-num
Jeffries,H001090,Harder (CA),Harder (CA),D,CA,legislator,Harder (CA),16
McCarthy,H001052,Harris,Harris,R,MD,legislator,Harris,16
McCarthy,H001086,Harshbarger,Harshbarger,R,TN,legislator,Harshbarger,16
Jeffries,H001081,Hayes,Hayes,D,CT,legislator,Hayes,16
McCarthy,H001082,Hern,Hern,R,OK,legislator,Hern,16
McCarthy,H001077,Higgins (LA),Higgins (LA),R,LA,legislator,Higgins (LA),16
Jeffries,H001038,Higgins (NY),Higgins (NY),D,NY,legislator,Higgins (NY),16
McCarthy,H001072,Hill,Hill,R,AR,legislator,Hill,16
Jeffries,H001047,Himes,Himes,D,CT,legislator,Himes,16
McCarthy,H001091,Hinson,Hinson,R,IA,legislator,Hinson,16
Jeffries,H001066,Horsford,Horsford,D,NV,legislator,Horsford,16
McCarthy,H001093,Houchin,Houchin,R,IN,legislator,Houchin,16
Jeffries,H001085,Houlahan,Houlahan,D,PA,legislator,Houlahan,16
Jeffries,H000874,Hoyer,Hoyer,D,MD,legislator,Hoyer,16
Jeffries,H001094,Hoyle (OR),Hoyle (OR),D,OR,legislator,Hoyle (OR),16
McCarthy,H001067,Hudson,Hudson,R,NC,legislator,Hudson,16
Jeffries,H001068,Huffman,Huffman,D,CA,legislator,Huffman,16
McCarthy,H001058,Huizenga,Huizenga,R,MI,legislator,Huizenga,16
Not Voting,H001095,Hunt,Hunt,R,TX,legislator,Hunt,16
McCarthy,I000056,Issa,Issa,R,CA,legislator,Issa,16
Jeffries,I000058,Ivey,Ivey,D,MD,legislator,Ivey,16
Jeffries,J000309,Jackson (IL),Jackson (IL),D,IL,legislator,Jackson (IL),16
Jeffries,J000308,Jackson (NC),Jackson (NC),D,NC,legislator,Jackson (NC),16
McCarthy,J000304,Jackson (TX),Jackson (TX),R,TX,legislator,Jackson (TX),16
Jeffries,J000032,Jackson Lee,Jackson Lee,D,TX,legislator,Jackson Lee,16
Jeffries,J000305,Jacobs,Jacobs,D,CA,legislator,Jacobs,16
McCarthy,J000307,James,James,R,MI,legislator,James,16
Jeffries,J000298,Jayapal,Jayapal,D,WA,legislator,Jayapal,16
Jeffries,J000294,Jeffries,Jeffries,D,NY,legislator,Jeffries,16
Jeffries,J000288,Johnson (GA),Johnson (GA),D,GA,legislator,Johnson (GA),16
McCarthy,J000299,Johnson (LA),Johnson (LA),R,LA,legislator,Johnson (LA),16
McCarthy,J000292,Johnson (OH),Johnson (OH),R,OH,legislator,Johnson (OH),16
McCarthy,J000301,Johnson (SD),Johnson (SD),R,SD,legislator,Johnson (SD),16
McCarthy,J000289,Jordan,Jordan,R,OH,legislator,Jordan,16
McCarthy,J000295,Joyce (OH),Joyce (OH),R,OH,legislator,Joyce (OH),16
McCarthy,J000302,Joyce (PA),Joyce (PA),R,PA,legislator,Joyce (PA),16
Jeffries,K000400,Kamlager-Dove,Kamlager-Dove,D,CA,legislator,Kamlager-Dove,16
Jeffries,K000009,Kaptur,Kaptur,D,OH,legislator,Kaptur,16
McCarthy,K000398,Kean (NJ),Kean (NJ),R,NJ,legislator,Kean (NJ),16
Jeffries,K000375,Keating,Keating,D,MA,legislator,Keating,16
Jeffries,K000385,Kelly (IL),Kelly (IL),D,IL,legislator,Kelly (IL),16
McCarthy,K000388,Kelly (MS),Kelly (MS),R,MS,legislator,Kelly (MS),16
McCarthy,K000376,Kelly (PA),Kelly (PA),R,PA,legislator,Kelly (PA),16
Jeffries,K000389,Khanna,Khanna,D,CA,legislator,Khanna,16
McCarthy,K000399,Kiggans (VA),Kiggans (VA),R,VA,legislator,Kiggans (VA),16
Jeffries,K000380,Kildee,Kildee,D,MI,legislator,Kildee,16
McCarthy,K000401,Kiley,Kiley,R,CA,legislator,Kiley,16
Jeffries,K000381,Kilmer,Kilmer,D,WA,legislator,Kilmer,16
McCarthy,K000397,Kim (CA),Kim (CA),R,CA,legislator,Kim (CA),16
Jeffries,K000394,Kim (NJ),Kim (NJ),D,NJ,legislator,Kim (NJ),16
Jeffries,K000391,Krishnamoorthi,Krishnamoorthi,D,IL,legislator,Krishnamoorthi,16
Jeffries,K000382,Kuster,Kuster,D,NH,legislator,Kuster,16
McCarthy,K000392,Kustoff,Kustoff,R,TN,legislator,Kustoff,16
McCarthy,L000585,LaHood,LaHood,R,IL,legislator,LaHood,16
McCarthy,L000598,LaLota,LaLota,R,NY,legislator,LaLota,16
McCarthy,L000578,LaMalfa,LaMalfa,R,CA,legislator,LaMalfa,16
McCarthy,L000564,Lamborn,Lamborn,R,CO,legislator,Lamborn,16
Jeffries,L000601,Landsman,Landsman,D,OH,legislator,Landsman,16
McCarthy,L000600,Langworthy,Langworthy,R,NY,legislator,Langworthy,16
Jeffries,L000560,Larsen (WA),Larsen (WA),D,WA,legislator,Larsen (WA),16
Jeffries,L000557,Larson (CT),Larson (CT),D,CT,legislator,Larson (CT),16
McCarthy,L000566,Latta,Latta,R,OH,legislator,Latta,16
McCarthy,L000266,LaTurner,LaTurner,R,KS,legislator,LaTurner,16
McCarthy,L000599,Lawler,Lawler,R,NY,legislator,Lawler,16
Jeffries,L000551,Lee (CA),Lee (CA),D,CA,legislator,Lee (CA),16
McCarthy,L000597,Lee (FL),Lee (FL),R,FL,legislator,Lee (FL),16
Jeffries,L000590,Lee (NV),Lee (NV),D,NV,legislator,Lee (NV),16
Jeffries,L000602,Lee (PA),Lee (PA),D,PA,legislator,Lee (PA),16
Jeffries,L000273,Leger Fernandez,Leger Fernandez,D,NM,legislator,Leger Fernandez,16
McCarthy,L000589,Lesko,Lesko,R,AZ,legislator,Lesko,16
McCarthy,L000595,Letlow,Letlow,R,LA,legislator,Letlow,16
Jeffries,L000593,Levin,Levin,D,CA,legislator,Levin,16
Jeffries,L000582,Lieu,Lieu,D,CA,legislator,Lieu,16
Jeffries,L000397,Lofgren,Lofgren,D,CA,legislator,Lofgren,16
McCarthy,L000583,Loudermilk,Loudermilk,R,GA,legislator,Loudermilk,16
McCarthy,L000491,Lucas,Lucas,R,OK,legislator,Lucas,16
McCarthy,L000569,Luetkemeyer,Luetkemeyer,R,MO,legislator,Luetkemeyer,16
McCarthy,L000596,Luna,Luna,R,FL,legislator,Luna,16
McCarthy,L000603,Luttrell,Luttrell,R,TX,legislator,Luttrell,16
Jeffries,L000562,Lynch,Lynch,D,MA,legislator,Lynch,16
McCarthy,M000194,Mace,Mace,R,SC,legislator,Mace,16
Jeffries,M001223,Magaziner,Magaziner,D,RI,legislator,Magaziner,16
McCarthy,M000317,Malliotakis,Malliotakis,R,NY,legislator,Malliotakis,16
McCarthy,M000871,Mann,Mann,R,KS,legislator,Mann,16
Jeffries,M001135,Manning,Manning,D,NC,legislator,Manning,16
McCarthy,M001184,Massie,Massie,R,KY,legislator,Massie,16
McCarthy,M001199,Mast,Mast,R,FL,legislator,Mast,16
Jeffries,M001163,Matsui,Matsui,D,CA,legislator,Matsui,16
Jeffries,M001208,McBath,McBath,D,GA,legislator,McBath,16
McCarthy,M001165,McCarthy,McCarthy,R,CA,legislator,McCarthy,16
McCarthy,M001157,McCaul,McCaul,R,TX,legislator,McCaul,16
McCarthy,M001136,McClain,McClain,R,MI,legislator,McClain,16
McCarthy,M001177,McClintock,McClintock,R,CA,legislator,McClintock,16
Jeffries,M001143,McCollum,McCollum,D,MN,legislator,McCollum,16
McCarthy,M001218,McCormick,McCormick,R,GA,legislator,McCormick,16
Jeffries,M001220,McGarvey,McGarvey,D,KY,legislator,McGarvey,16
Jeffries,M000312,McGovern,McGovern,D,MA,legislator,McGovern,16
McCarthy,M001156,McHenry,McHenry,R,NC,legislator,McHenry,16
Jeffries,M001137,Meeks,Meeks,D,NY,legislator,Meeks,16
Jeffries,M001226,Menendez,Menendez,D,NJ,legislator,Menendez,16
Jeffries,M001188,Meng,Meng,D,NY,legislator,Meng,16
McCarthy,M001204,Meuser,Meuser,R,PA,legislator,Meuser,16
Jeffries,M000687,Mfume,Mfume,D,MD,legislator,Mfume,16
McCarthy,M001211,Miller (IL),Miller (IL),R,IL,legislator,Miller (IL),16
McCarthy,M001222,Miller (OH),Miller (OH),R,OH,legislator,Miller (OH),16
McCarthy,M001205,Miller (WV),Miller (WV),R,WV,legislator,Miller (WV),16
McCarthy,M001215,Miller-Meeks,Miller-Meeks,R,IA,legislator,Miller-Meeks,16
McCarthy,M001216,Mills,Mills,R,FL,legislator,Mills,16
McCarthy,M001221,Molinaro,Molinaro,R,NY,legislator,Molinaro,16
McCarthy,M001194,Moolenaar,Moolenaar,R,MI,legislator,Moolenaar,16
McCarthy,M001195,Mooney,Mooney,R,WV,legislator,Mooney,16
McCarthy,M001212,Moore (AL),Moore (AL),R,AL,legislator,Moore (AL),16
McCarthy,M001213,Moore (UT),Moore (UT),R,UT,legislator,Moore (UT),16
Jeffries,M001160,Moore (WI),Moore (WI),D,WI,legislator,Moore (WI),16
McCarthy,M001224,Moran,Moran,R,TX,legislator,Moran,16
Jeffries,M001206,Morelle,Morelle,D,NY,legislator,Morelle,16
Jeffries,M001217,Moskowitz,Moskowitz,D,FL,legislator,Moskowitz,16
Jeffries,M001196,Moulton,Moulton,D,MA,legislator,Moulton,16
Jeffries,M001214,Mrvan,Mrvan,D,IN,legislator,Mrvan,16
Jeffries,M001225,Mullin,Mullin,D,CA,legislator,Mullin,16
McCarthy,M001210,Murphy,Murphy,R,NC,legislator,Murphy,16
Jeffries,N000002,Nadler,Nadler,D,NY,legislator,Nadler,16
Jeffries,N000179,Napolitano,Napolitano,D,CA,legislator,Napolitano,16
Jeffries,N000015,Neal,Neal,D,MA,legislator,Neal,16
Jeffries,N000191,Neguse,Neguse,D,CO,legislator,Neguse,16
McCarthy,N000026,Nehls,Nehls,R,TX,legislator,Nehls,16
McCarthy,N000189,Newhouse,Newhouse,R,WA,legislator,Newhouse,16
Jeffries,N000194,Nickel,Nickel,D,NC,legislator,Nickel,16
Jeffries,N000188,Norcross,Norcross,D,NJ,legislator,Norcross,16
McCarthy,N000190,Norman,Norman,R,SC,legislator,Norman,16
McCarthy,N000193,Nunn (IA),Nunn (IA),R,IA,legislator,Nunn (IA),16
McCarthy,O000019,Obernolte,Obernolte,R,CA,legislator,Obernolte,16
Jeffries,O000172,Ocasio-Cortez,Ocasio-Cortez,D,NY,legislator,Ocasio-Cortez,16
McCarthy,O000175,Ogles,Ogles,R,TN,legislator,Ogles,16
Jeffries,O000173,Omar,Omar,D,MN,legislator,Omar,16
McCarthy,O000086,Owens,Owens,R,UT,legislator,Owens,16
Jeffries,P000034,Pallone,Pallone,D,NJ,legislator,Pallone,16
McCarthy,P000609,Palmer,Palmer,R,AL,legislator,Palmer,16
Jeffries,P000613,Panetta,Panetta,D,CA,legislator,Panetta,16
Jeffries,P000614,Pappas,Pappas,D,NH,legislator,Pappas,16
Jeffries,P000096,Pascrell,Pascrell,D,NJ,legislator,Pascrell,16
Jeffries,P000604,Payne,Payne,D,NJ,legislator,Payne,16
Jeffries,P000197,Pelosi,Pelosi,D,CA,legislator,Pelosi,16
Jeffries,P000619,Peltola,Peltola,D,AK,legislator,Peltola,16
McCarthy,P000615,Pence,Pence,R,IN,legislator,Pence,16
Jeffries,G000600,Perez,Perez,D,WA,legislator,Perez,16
McCarthy,P000605,Perry,Perry,R,PA,legislator,Perry,16
Jeffries,P000608,Peters,Peters,D,CA,legislator,Peters,16
Jeffries,P000620,Pettersen,Pettersen,D,CO,legislator,Pettersen,16
McCarthy,P000048,Pfluger,Pfluger,R,TX,legislator,Pfluger,16
Jeffries,P000616,Phillips,Phillips,D,MN,legislator,Phillips,16
Jeffries,P000597,Pingree,Pingree,D,ME,legislator,Pingree,16
Jeffries,P000607,Pocan,Pocan,D,WI,legislator,Pocan,16
Jeffries,P000618,Porter,Porter,D,CA,legislator,Porter,16
McCarthy,P000599,Posey,Posey,R,FL,legislator,Posey,16
Jeffries,P000617,Pressley,Pressley,D,MA,legislator,Pressley,16
Jeffries,Q000023,Quigley,Quigley,D,IL,legislator,Quigley,16
Jeffries,R000617,Ramirez,Ramirez,D,IL,legislator,Ramirez,16
Jeffries,R000606,Raskin,Raskin,D,MD,legislator,Raskin,16
McCarthy,R000610,Reschenthaler,Reschenthaler,R,PA,legislator,Reschenthaler,16
McCarthy,M001159,Rodgers (WA),Rodgers (WA),R,WA,legislator,Rodgers (WA),16
McCarthy,R000575,Rogers (AL),Rogers (AL),R,AL,legislator,Rogers (AL),16
McCarthy,R000395,Rogers (KY),Rogers (KY),R,KY,legislator,Rogers (KY),16
McCarthy,R000612,Rose,Rose,R,TN,legislator,Rose,16
Jordan,R000103,Rosendale,Rosendale,R,MT,legislator,Rosendale,16
Jeffries,R000305,Ross,Ross,D,NC,legislator,Ross,16
McCarthy,R000603,Rouzer,Rouzer,R,NC,legislator,Rouzer,16
McCarthy,R000614,Roy,Roy,R,TX,legislator,Roy,16
Jeffries,R000599,Ruiz,Ruiz,D,CA,legislator,Ruiz,16
Jeffries,R000576,Ruppersberger,Ruppersberger,D,MD,legislator,Ruppersberger,16
McCarthy,R000609,Rutherford,Rutherford,R,FL,legislator,Rutherford,16
Jeffries,R000579,Ryan,Ryan,D,NY,legislator,Ryan,16
McCarthy,S000168,Salazar,Salazar,R,FL,legislator,Salazar,16
Jeffries,S001226,Salinas,Salinas,D,OR,legislator,Salinas,16
Jeffries,S001156,Sanchez,Sanchez,D,CA,legislator,Sánchez,16
McCarthy,S001222,Santos,Santos,R,NY,legislator,Santos,16
Jeffries,S001168,Sarbanes,Sarbanes,D,MD,legislator,Sarbanes,16
McCarthy,S001176,Scalise,Scalise,R,LA,legislator,Scalise,16
Jeffries,S001205,Scanlon,Scanlon,D,PA,legislator,Scanlon,16
Jeffries,S001145,Schakowsky,Schakowsky,D,IL,legislator,Schakowsky,16
Jeffries,S001150,Schiff,Schiff,D,CA,legislator,Schiff,16
Jeffries,S001190,Schneider,Schneider,D,IL,legislator,Schneider,16
Jeffries,S001221,Scholten,Scholten,D,MI,legislator,Scholten,16
Jeffries,S001216,Schrier,Schrier,D,WA,legislator,Schrier,16
McCarthy,S001183,Schweikert,Schweikert,R,AZ,legislator,Schweikert,16
Jeffries,S000185,Scott (VA),Scott (VA),D,VA,legislator,Scott (VA),16
McCarthy,S001189,"Scott, Austin","Scott, Austin",R,GA,legislator,"Scott, Austin",16
Jeffries,S001157,"Scott, David","Scott, David",D,GA,legislator,"Scott, David",16
McCarthy,S001224,Self,Self,R,TX,legislator,Self,16
McCarthy,S000250,Sessions,Sessions,R,TX,legislator,Sessions,16
Jeffries,S001185,Sewell,Sewell,D,AL,legislator,Sewell,16
Jeffries,S000344,Sherman,Sherman,D,CA,legislator,Sherman,16
